01354;68074;1367
01355;86678;820
01360;75984;2952
01364;51820;7633
01366;75325;1186
01368;70261;1256
01370;62787;4020
01373;76643;4618
01375;72440;3769
01376;49132;5149
01378;62158;742
01379;62158;949
01420;60461;39333
01430;81308;5551
01431;92672;2833
01432;70682;7008
01434;144183;1017
01436;70269;3097
01438;70269;413
01440;61725;20904
01450;142339;9547
01451;170088;4922
01452;89101;3901
01453;69264;41066
01460;114888;8147
01462;92795;9475
01463;96368;11120
01464;76269;6374
01467;170088;328
01468;70269;3134
01469;85145;6892
01473;86554;6906
01474;84939;2302
01475;66418;9597
01501;81298;15923
01503;109928;2517
01504;80879;8824
01505;128553;4083
01506;69508;3056
01507;92648;11274
01510;69165;13261
01515;82820;2095
01516;92231;7089
01518;87918;2303
01519;119127;6128
01520;103496;12543
01521;76367;2408
01522;97639;3083
01523;104486;7102
01524;85319;6356
01525;96920;88
01527;76894;12850
01529;89180;2715
01531;76417;942
01532;125633;14028
01534;88046;4527
01535;70880;4703
01536;101686;5977
01537;77943;2219
01540;72326;10958
01541;114762;3341
01542;77660;2025
01543;88574;6332
01545;101693;31637
01550;55176;17217
01560;94984;2754
01561;104486;236
01562;71988;11681
01564;118110;7267
01566;87792;5531
01568;121356;5650
01569;86326;11080
01570;57820;16396
01571;72674;10023
01581;123550;17899
01583;91095;6665
01585;72571;4472
01588;80025;8644
01590;116563;8247
01602;78374;21596
01603;46307;14613
01604;59373;33032
01605;54480;24799
01606;70503;19516
01607;59094;8415
01608;39039;3634
01609;62365;20425
01610;28805;15545
01611;73699;2206
01612;104489;4363
01701;102936;31114
01702;65995;35990
01718;121293;374
01719;119845;4870
01720;131678;19798
01721;114036;14602
01730;125494;12547
01731;96728;2914
01740;148232;4125
01741;189989;4798
01742;183178;17075
01745;142894;331
01746;122803;13866
01747;102044;5815
01748;170522;13318
01749;85689;18081
01752;89002;36273
01754;82167;10414
01756;117692;5257
01757;82206;26877
01760;113933;31763
01770;190251;4245
01772;169609;8435
01773;194811;5143
01775;129280;5902
01776;184218;16826
01778;187265;13191
01801;79381;37213
01803;102991;22954
01810;142022;31228
01821;95088;29306
01824;111953;25234
01826;80688;28728
01827;120673;2847
01830;71759;24320
01832;69232;21246
01833;115435;7356
01834;95694;6027
01835;86304;13426
01840;28624;4350
01841;42598;44474
01843;52579;23184
01844;75431;43770
01845;123973;27203
01850;58893;15688
01851;61695;29549
01852;62626;32848
01854;54300;26785
01860;93951;6145
01862;90705;10097
01863;88612;8558
01864;112662;13849
01867;120487;23657
01876;95140;28599
01879;106477;11092
01880;99935;24610
01886;142724;20811
01887;108007;21279
01890;176001;20806
01901;33810;1630
01902;49159;45617
01904;77218;17916
01905;51336;23905
01906;84874;26160
01907;120329;14463
01913;90786;16447
01915;90717;39854
01921;205695;7903
01922;113098;3041
01923;97283;25239
01929;104199;3272
01930;78512;30261
01938;98029;12981
01940;114264;11926
01944;148622;5234
01945;139641;20370
01949;106394;7748
01950;102337;17249
01951;113098;3622
01952;77419;7819
01960;78619;47991
01966;93990;7762
01969;97895;5504
01970;70552;40268
01982;104573;8299
01983;133663;6132
01984;181580;4451
01985;140801;4160
02019;84271;15248
02021;112721;20755
02025;165670;7255
02026;103594;23478
02030;240515;5561
02032;101593;3576
02035;108948;16163
02038;107379;29553
02043;146972;19867
02045;89785;11047
02047;102029;247
02048;109080;22393
02050;105524;24577
02052;169008;12254
02053;116761;12503
02054;95458;7892
02056;137649;10608
02061;144569;9785
02062;84347;28563
02066;116245;17349
02067;144691;17425
02071;107426;956
02072;81997;27342
02081;119375;18430
02090;154504;14150
02093;123596;10446
02108;149809;3324
02109;129015;3278
02110;135093;1606
02111;93529;4948
02113;84170;6453
02114;110095;11170
02115;54356;25637
02116;136491;19480
02118;82360;22527
02119;47419;23537
02120;41569;11553
02121;42271;24772
02122;59863;24385
02124;56611;51236
02125;57482;32937
02126;59320;27685
02127;80697;29457
02128;55095;38185
02129;108709;15195
02130;90455;34961
02131;73124;30491
02132;95567;25943
02134;47915;19641
02135;64682;41833
02136;67054;26418
02138;112348;34994
02139;83356;35273
02140;91656;17158
02141;79408;12010
02142;88669;1823
02143;79417;24864
02144;80579;24248
02145;63041;26833
02148;66741;56273
02149;62187;38109
02150;50098;34956
02151;60340;47323
02152;82769;18303
02155;82586;57291
02163;39215;929
02169;69210;52278
02170;77390;19203
02171;80719;16610
02176;95604;27173
02180;86637;22116
02184;95668;33731
02186;125636;26112
02188;80495;13828
02189;73956;14455
02190;89585;16780
02191;75926;8916
02199;149005;1004
02203;135049;1
02210;86291;413
02215;51218;21896
02301;58674;61459
02302;66149;32523
02322;77494;4483
02324;87642;22922
02330;77569;11169
02332;149633;14241
02333;89922;13012
02339;118371;13171
02341;90515;9550
02343;74251;10705
02346;80698;19926
02347;102487;9810
02351;83124;14614
02356;123583;12966
02357;146319;323
02359;95280;16907
02360;86753;51563
02364;100027;11805
02366;93117;126
02367;98668;2622
02368;74837;30999
02370;74684;17665
02375;93429;9034
02379;88014;6610
02382;83066;13867
02420;181881;14109
02421;167894;16360
02445;160933;21282
02446;105307;24351
02451;95995;17553
02452;84728;12642
02453;75080;29043
02457;273410;551
02458;123497;12603
02459;176962;18940
02460;140026;8772
02461;149143;6599
02462;208054;1679
02464;111517;2958
02465;158982;11789
02466;167280;7010
02467;220734;15408
02468;240445;5429
02472;89065;32913
02474;100434;25806
02476;104445;16533
02478;133543;24296
02481;243579;14503
02482;185218;11569
02492;168697;20064
02493;277514;11526
02494;139639;8885
02532;73420;11275
02534;74722;865
02535;98197;1182
02536;75012;19684
02537;98309;5732
02538;65412;3528
02539;93683;3771
02540;96888;8794
02542;51101;1588
02543;136359;845
02553;80940;249
02554;92073;6889
02556;87409;3352
02557;75430;3684
02558;60627;1779
02559;76026;3309
02561;79039;481
02562;79286;2881
02563;97817;10346
02564;158042;388
02568;691;31
02571;66214;10045
02575;98197;2438
02576;70428;3213
02584;158042;4
02601;55017;15104
02630;104286;1873
02631;76849;9796
02632;81140;11376
02633;102922;4282
02635;104492;3412
02637;104499;277
02638;75909;3700
02639;62216;3363
02641;80493;719
02642;74408;5431
02643;82230;45
02644;86837;3876
02645;75251;9578
02646;74549;1947
02647;56686;168
02648;91677;7610
02649;80307;12960
02650;105609;979
02651;69597;13
02652;82651;1288
02653;76182;6359
02655;103288;3956
02657;65485;3430
02659;99647;1102
02660;66274;6546
02663;85199;130
02664;59893;9702
02666;82651;790
02667;85193;2614
02668;99935;3274
02669;99647;259
02670;54887;1630
02671;85191;1061
02672;62500;249
02673;61552;8985
02675;80124;6712
02702;91631;3869
02703;77813;41916
02713;98197;55
02715;90286;2591
02717;83033;4594
02718;82796;6406
02719;63866;16150
02720;57117;31309
02721;42516;26428
02723;38251;16231
02724;40877;17397
02725;67216;2663
02726;76224;15530
02738;125277;5118
02739;92712;6282
02740;47584;43249
02743;76925;10148
02744;48515;11667
02745;59328;23851
02746;35477;14861
02747;79915;19451
02748;89832;11531
02760;89441;25526
02762;82637;7678
02763;87166;1782
02764;90292;3623
02766;90784;17869
02767;88696;11839
02769;106149;10179
02770;97975;4397
02771;90916;13507
02777;82590;15945
02779;90841;5748
02780;62457;49469
02790;83137;14305
02791;100424;302
02802;77405;733
02804;79440;2574
02806;131774;16818
02807;99379;1009
02808;87590;2279
02809;80115;22438
02812;89720;1216
02813;87827;7847
02814;84321;7664
02815;93391;257
02816;75982;31625
02817;95881;5095
02818;117615;18176
02822;105363;5697
02825;95033;4922
02826;78029;832
02827;88882;2149
02828;92802;7396
02830;75289;5806
02831;81386;3487
02832;81507;4481
02833;79440;708
02835;107319;5617
02836;89720;98
02837;114713;3592
02838;77405;3712
02839;78029;1833
02840;77476;25661
02841;58483;840
02842;83980;17305
02852;96571;23107
02857;86941;8462
02858;78029;545
02859;77007;6798
02860;44984;46470
02861;61309;26624
02863;40875;18946
02864;84792;31834
02865;94794;16435
02871;80285;12418
02872;94978;88
02873;79440;161
02874;118609;5081
02875;89720;307
02876;88709;80
02878;76645;15257
02879;90447;19172
02881;60168;6387
02882;87365;14807
02885;71228;11386
02886;71363;30234
02888;66680;20650
02889;68714;29615
02891;74554;21338
02892;98074;4846
02893;60430;29518
02894;88044;730
02895;48968;43198
02896;87184;10549
02898;89413;1672
02903;51971;9350
02904;57490;28539
02905;46205;20393
02906;102753;29878
02907;40140;27163
02908;52099;38036
02909;45087;40945
02910;62429;20959
02911;58607;15508
02912;124502;1016
02914;55014;22316
02915;67882;18127
02916;73541;8220
02917;85287;13288
02919;66484;28253
02920;65389;37423
02921;105690;10608
03031;134503;10879
03032;98874;4674
03033;105947;4185
03034;96056;3961
03036;114222;3785
03037;93969;3638
03038;82126;33893
03042;87635;5479
03043;77721;1500
03044;80916;3491
03045;85933;12705
03046;112556;2226
03047;80002;1686
03048;70795;3333
03049;159945;7013
03051;88948;22952
03052;102541;7331
03053;104876;23364
03054;100328;25094
03055;80757;13437
03057;110769;2091
03060;58717;29540
03062;94152;26234
03063;85916;16175
03064;83760;14652
03070;108691;4097
03071;85830;4294
03076;103680;10913
03077;69251;9669
03079;87526;28011
03082;77177;1519
03084;85920;1270
03086;97907;3775
03087;134056;10705
03101;44234;2754
03102;60184;30331
03103;59129;36749
03104;74121;31954
03106;67135;7285
03109;73274;9484
03110;146355;18257
03215;61071;256
03216;73462;1985
03217;63301;1924
03218;70499;918
03220;60860;6777
03221;79913;1796
03222;57441;5020
03223;58613;2831
03224;85675;1947
03225;70742;2991
03226;1856;30
03227;69455;963
03229;112531;5387
03230;70846;1138
03231;73462;117
03233;93832;154
03234;76545;4026
03235;54173;8470
03237;78346;1878
03238;54023;61
03240;60586;1138
03241;97030;679
03242;79535;4444
03243;70846;991
03244;65981;6950
03245;63301;1937
03246;60388;16437
03249;85894;6763
03251;61071;1269
03253;74305;5890
03254;102346;4478
03255;80093;1738
03256;695;16
03257;93511;4053
03258;84333;2221
03259;69455;290
03260;80093;628
03261;77245;3674
03262;54023;1023
03263;64562;3952
03264;55678;6223
03266;69530;2072
03268;73462;1031
03269;74989;2586
03273;80093;347
03275;69108;11732
03276;60462;7952
03278;71038;2897
03279;54023;807
03280;63213;895
03281;88983;7775
03282;66151;791
03284;87997;736
03285;61071;1823
03287;70846;1076
03290;105299;3590
03291;105353;51
03293;54023;114
03301;72338;31800
03303;64970;14137
03304;119136;7136
03307;93317;4497
03431;64159;24237
03440;66225;2487
03441;48336;312
03442;77729;1409
03443;100196;695
03444;74292;1473
03445;74292;755
03446;62433;5949
03447;76203;2151
03448;68978;802
03449;93445;1738
03450;74292;1065
03451;50539;4118
03452;71304;5477
03455;65606;2036
03456;68978;749
03457;74292;698
03458;86328;6274
03461;78731;5444
03462;100196;1607
03464;74292;876
03465;65536;1969
03466;100196;1259
03467;100196;1722
03470;54386;4840
03561;53312;5864
03570;45740;10270
03574;67369;2201
03575;70341;59
03576;47521;3475
03579;44965;372
03580;66182;1193
03581;61600;3271
03582;41166;2715
03583;70341;1005
03584;64494;3512
03585;61591;2414
03586;67369;535
03588;55843;1640
03590;42695;1236
03592;46857;1146
03593;70341;338
03595;70341;600
03597;46726;389
03598;53959;2966
03601;63858;398
03602;67702;2584
03603;54965;5027
03604;62174;29
03605;63213;971
03607;63858;316
03608;62174;2887
03609;62174;672
03740;61154;760
03741;64937;3590
03743;51372;13840
03745;93315;1468
03746;93315;194
03748;70303;4747
03750;170957;951
03751;77239;308
03752;63213;746
03753;87997;2169
03754;50574;19
03755;118009;9900
03765;49288;448
03766;73873;8867
03768;97030;1679
03770;93315;347
03771;61591;738
03773;54854;7502
03774;49288;1936
03777;66151;1089
03779;66151;710
03780;49362;449
03781;93315;1892
03782;74054;2823
03784;73403;3742
03785;51208;2070
03801;80794;21560
03809;71765;2928
03810;71774;1572
03811;105490;6267
03812;66711;897
03813;59878;2530
03814;50007;2265
03816;71728;1159
03817;69455;462
03818;63387;3309
03819;85681;4017
03820;73476;26940
03823;93556;1432
03824;89886;12659
03825;78995;7375
03826;96581;2439
03827;110233;2579
03830;54838;1258
03832;71353;381
03833;91971;19202
03835;59713;5778
03836;56866;1286
03837;78346;1173
03838;66711;922
03839;64831;3490
03840;109858;3220
03841;99306;6086
03842;83441;14818
03844;148972;1879
03845;65853;1000
03846;66711;818
03847;55428;302
03848;78509;5863
03849;71375;1295
03850;71728;369
03851;64122;3378
03852;64122;534
03853;71728;581
03854;109947;1010
03855;70704;2216
03856;91594;1557
03857;85299;8048
03858;83256;4288
03860;55726;3450
03861;93556;4153
03862;114862;4254
03864;50007;1628
03865;88998;7731
03867;63716;20308
03868;60462;4778
03869;83345;2582
03870;117242;5062
03871;117242;119
03872;54838;3200
03873;98243;4942
03874;64487;8047
03875;71203;625
03878;61720;11539
03882;56866;1273
03883;69455;179
03884;91267;3585
03885;122575;6336
03886;69458;1854
03887;67326;1827
03890;50007;303
03894;72825;6116
03901;67714;6373
03902;86286;2083
03903;89730;5952
03904;63631;7636
03905;64496;1902
03906;64639;4331
03907;71288;1223
03908;80578;6684
03909;77941;10093
03910;74158;338
03911;74158;341
04001;62454;2138
04002;67672;6280
04003;75809;477
04005;57937;22620
04006;78343;124
04008;68092;2498
04009;50711;4815
04010;55342;1248
04011;65065;21168
04015;54366;3501
04017;120334;355
04019;99366;87
04020;52426;1269
04021;120334;5589
04022;55342;1003
04024;58563;529
04027;59965;5085
04029;58563;1433
04030;64959;1836
04032;82043;7797
04037;47999;3373
04038;82719;14169
04039;75773;6428
04040;59390;2629
04041;53327;1415
04042;62297;4117
04043;90301;10482
04046;77919;7282
04047;52426;1580
04048;54533;2288
04049;62757;3355
04050;99366;200
04051;59891;983
04055;63915;3200
04056;62454;209
04057;50711;63
04061;64959;2665
04062;68309;14901
04063;42364;399
04064;52077;8455
04066;75809;691
04068;53327;1442
04069;70252;1435
04071;74801;4729
04072;46958;12787
04073;51777;16015
04074;95129;16813
04076;62454;2322
04079;74123;4065
04083;51145;4713
04084;73031;7754
04085;57086;1530
04086;75742;9097
04087;64959;1710
04088;59891;1417
04090;72031;9397
04091;58563;759
04092;60730;16124
04093;67329;7451
04095;62419;1129
04096;109954;8357
04097;101181;3268
04101;42273;17296
04102;62791;16875
04103;65488;29092
04105;121369;10276
04106;64212;23437
04107;123633;9083
04108;99366;843
04109;99366;82
04110;120334;1210
04210;55830;23191
04217;49975;2854
04219;52567;1469
04220;55195;2584
04221;48315;1220
04222;81279;3378
04224;48372;2960
04227;48028;81
04228;38772;15
04231;52546;260
04234;49005;136
04236;60233;4078
04237;52721;251
04238;56934;1054
04239;44444;4980
04240;47465;35686
04250;55021;4037
04252;51141;5045
04253;57404;2106
04254;38772;3213
04255;52546;783
04256;62178;3154
04257;43931;2959
04258;62145;2250
04259;64094;2969
04260;70252;4816
04263;58227;2002
04265;64318;861
04267;59891;29
04268;60147;4613
04270;49862;5520
04271;49847;53
04274;69091;4854
04275;43931;504
04276;41316;6472
04280;58615;5803
04281;49847;4737
04282;67417;4972
04284;69824;1078
04285;49976;417
04286;52721;33
04287;68092;2843
04289;47668;1731
04290;51715;1510
04292;51715;858
04294;49011;4074
04330;40593;19887
04342;57895;1624
04343;66948;42
04344;57911;2794
04345;59338;11505
04346;56633;1910
04347;88317;2451
04349;69799;1056
04350;67899;3081
04351;82243;2464
04352;67916;1521
04354;52663;1221
04355;68500;2354
04357;53871;3284
04358;66846;4052
04359;63759;210
04360;67916;517
04363;58015;2206
04364;66948;6167
04401;58452;41557
04406;39087;717
04408;54674;178
04410;48946;1186
04411;47777;1243
04412;59916;8982
04413;39776;195
04414;43182;1186
04415;41510;293
04416;50644;5447
04417;45620;365
04418;49480;1660
04419;51805;2415
04421;69386;1342
04422;48514;1399
04424;41545;836
04426;46722;4698
04427;48514;2491
04428;62019;2795
04429;66047;4216
04430;43392;1841
04431;59269;52
04434;57146;1012
04435;46670;996
04438;52856;1040
04441;48828;1798
04442;48387;82
04443;42297;2492
04444;86767;7727
04448;40377;1516
04449;48946;1343
04450;78506;1190
04451;38279;311
04453;46623;816
04454;39776;96
04455;45620;846
04456;56344;2171
04457;41371;6061
04459;35567;918
04460;48357;1565
04461;47777;2949
04462;44158;5559
04463;37515;2868
04464;39369;690
04468;44316;9658
04469;52647;2011
04471;46922;556
04472;59269;2076
04473;56236;7103
04474;71918;3526
04475;50363;509
04476;69386;1341
04478;37527;296
04479;44304;1270
04481;37498;563
04485;39349;183
04487;34302;881
04488;57146;980
04489;51207;201
04490;39776;254
04491;39776;147
04492;39776;173
04493;54348;1907
04495;45620;420
04496;58168;3603
04497;45331;452
04530;53868;11539
04535;67856;676
04537;59203;1875
04538;74216;2226
04539;83281;1014
04541;83281;92
04543;57506;2048
04544;59155;760
04547;59364;1204
04548;63481;1019
04551;83281;782
04553;67856;1742
04554;83281;745
04555;57506;1607
04556;67856;1089
04558;83281;265
04562;65431;2102
04563;59364;1342
04564;83281;534
04568;66709;509
04570;74216;3
04571;59155;329
04572;56054;4915
04573;66709;387
04574;56742;1328
04575;74216;105
04576;74216;681
04578;57895;4350
04579;63481;2811
04605;61412;11211
04606;46270;1214
04607;55903;1220
04609;76141;4800
04611;45709;618
04612;51620;590
04613;55917;202
04614;65669;2281
04616;65556;842
04617;65556;799
04619;41556;3445
04622;41585;1295
04623;46225;1046
04624;55917;331
04625;53596;54
04626;45786;623
04627;52872;1487
04628;46612;707
04629;65669;110
04630;49424;1314
04631;43614;1638
04634;52423;1754
04635;51620;38
04637;39776;191
04640;59519;1970
04642;65556;105
04643;46270;919
04644;76141;9
04645;59175;79
04646;53596;75
04648;45709;579
04649;45709;1407
04650;52872;268
04652;45797;2011
04653;51620;533
04654;43509;3525
04655;49456;1160
04657;46861;330
04658;41272;1277
04660;66385;1261
04662;66385;514
04664;51800;1187
04666;46861;1201
04667;35896;1489
04668;44780;1721
04669;55917;200
04671;35918;528
04673;65556;93
04674;51620;404
04675;66385;321
04676;65571;1015
04677;51790;289
04679;53622;1969
04680;41272;1127
04681;52872;1151
04683;52872;116
04684;65669;1358
04685;51620;328
04686;39776;116
04691;46861;403
04693;55917;984
04694;51767;2582
04730;42343;10045
04732;45576;1863
04733;46771;253
04734;44926;863
04735;41590;618
04736;52052;10145
04739;42788;1040
04740;46192;1249
04741;42696;4
04742;46192;3582
04743;48454;4803
04745;46222;1219
04746;43562;521
04747;44419;1282
04750;40084;2675
04756;45763;3688
04757;60097;2823
04758;45162;1477
04760;41590;788
04761;45435;529
04762;46387;622
04763;45435;717
04764;41590;56
04765;45095;1407
04766;43864;434
04768;45583;395
04769;47489;9501
04772;46229;836
04773;45769;848
04774;42696;857
04776;44693;1056
04777;45103;430
04779;46387;362
04780;44919;795
04781;42696;582
04783;46387;476
04785;43935;3028
04786;43864;1877
04787;45162;559
04841;41099;7607
04843;71266;5256
04847;56742;1310
04848;62607;600
04849;62607;3373
04851;59175;51
04852;83281;75
04853;59175;380
04854;64193;1601
04855;52632;331
04856;85391;3206
04858;64193;1373
04859;53303;724
04860;52632;1573
04861;56615;3732
04862;56742;3496
04863;59175;1231
04864;56615;3793
04901;52371;25900
04910;64990;1946
04911;45281;2135
04912;40412;873
04915;50227;8468
04917;71470;2528
04918;71470;448
04920;40803;1808
04921;51229;1505
04922;44532;1142
04923;47211;506
04924;51617;2026
04925;37527;110
04926;66846;55
04927;43738;3340
04928;49142;2144
04929;45342;778
04930;44176;4275
04932;59508;1065
04933;43986;7
04936;42584;234
04937;54205;6477
04938;50518;9200
04939;46670;986
04940;50873;115
04941;50311;1646
04942;40402;1324
04943;44482;1827
04944;54205;42
04945;4226;119
04949;48795;927
04950;55885;4523
04951;51229;888
04952;48795;1595
04953;43997;3007
04955;48744;1262
04956;47773;725
04957;55176;4135
04958;43060;1905
04961;42839;1031
04962;59546;141
04963;67134;6929
04964;56479;155
04965;45342;1940
04966;49489;1664
04967;51461;4252
04969;59508;1254
04970;58615;1391
04971;47211;1831
04973;48795;1174
04974;52856;2628
04975;54205;55
04976;46179;10020
04978;51595;734
04979;42540;964
04981;52856;2134
04982;42584;660
04983;35681;1257
04984;48368;529
04985;37527;90
04986;46760;1485
04987;44532;971
04988;44865;1906
04989;59546;3905
04992;51054;84
05001;63764;9123
05031;69425;218
05032;57408;2664
05033;57546;2744
05034;80476;310
05035;77088;638
05036;61616;1037
05037;77088;560
05038;62717;1230
05039;56371;1110
05040;57110;471
05041;61697;354
05042;62169;605
05043;81975;937
05045;67406;1758
05046;62498;1139
05048;79164;2429
05050;72232;146
05051;59646;1549
05052;79164;348
05053;69425;332
05055;106286;3363
05056;77088;567
05058;76546;346
05059;90187;874
05060;61473;4415
05061;61730;1679
05062;77088;702
05065;69425;1064
05067;69425;258
05068;53444;3125
05069;61873;555
05070;62717;484
05071;93852;324
05072;62717;526
05075;80452;1113
05076;56371;412
05077;62717;1215
05079;62717;730
05081;59646;550
05083;63376;151
05084;71594;140
05086;57194;793
05089;60022;4979
05091;93715;3288
05101;55254;4643
05141;72758;112
05142;53754;680
05143;62960;4343
05146;71921;750
05148;59601;1140
05149;60482;2092
05150;52872;831
05151;71307;1553
05152;79468;448
05153;53754;687
05154;74678;661
05155;57966;828
05156;54867;9226
05158;63222;1049
05161;61816;552
05201;57108;14851
05250;67056;3408
05251;93556;1350
05252;61160;274
05253;93261;685
05254;82695;273
05255;82713;4121
05257;66295;2718
05260;59060;459
05261;59060;2738
05262;67729;2547
05301;58122;16820
05340;79468;763
05341;72213;407
05342;70084;581
05343;53921;917
05345;71338;2119
05346;64362;5184
05350;61160;763
05352;61160;824
05353;71921;1072
05354;68010;2210
05355;58975;813
05356;72213;717
05358;74759;148
05359;69526;594
05360;58955;251
05361;68135;947
05362;71143;127
05363;64012;2021
05401;54063;28185
05403;81120;17593
05404;54044;7240
05405;117088;4406
05408;66280;10114
05439;63206;1734
05440;58735;1998
05441;62170;958
05442;53890;339
05443;65294;6656
05444;73916;1714
05445;150801;3754
05446;74077;15373
05447;53693;79
05448;69886;1134
05450;55269;4977
05452;83686;19710
05454;78668;4447
05455;62170;1080
05456;74982;1277
05457;60805;1617
05458;80819;2044
05459;60827;2156
05461;86861;4542
05462;72486;1938
05463;58735;471
05464;68861;3008
05465;92895;5355
05468;70944;12942
05471;46301;896
05472;77001;1643
05473;75333;1413
05474;58735;803
05476;47659;3183
05477;84202;4397
05478;62399;14449
05482;127645;7198
05483;60941;1303
05485;60827;93
05486;80819;1654
05487;75666;1498
05488;61857;7690
05489;90674;3174
05491;67807;5909
05492;53890;682
05494;90650;1767
05495;92249;9341
05602;66463;11916
05640;67596;161
05641;60012;17169
05647;66640;1141
05648;67596;423
05649;62788;574
05650;67596;1123
05651;77424;1546
05652;53890;776
05653;53890;547
05654;62534;970
05655;66599;2868
05656;40503;3508
05657;54840;56
05658;66728;1402
05660;75392;1660
05661;69347;5620
05663;61240;6773
05664;60906;80
05667;67569;2166
05669;61047;634
05672;77314;4314
05673;76448;2574
05674;102466;1705
05675;61954;1064
05676;76103;4984
05677;75149;2232
05678;63182;163
05679;58819;3296
05680;55166;2168
05681;67596;458
05682;74542;1251
05701;54541;20802
05730;62841;302
05732;59301;708
05733;56694;5895
05734;73032;1306
05735;59181;4402
05736;70206;684
05737;79385;875
05738;84433;1072
05739;74872;1407
05740;66070;25
05742;62841;597
05743;55063;4330
05744;71800;533
05747;65396;280
05748;65396;323
05751;84760;811
05753;62912;10491
05757;62880;832
05758;62841;784
05759;61246;1827
05760;72539;1123
05761;69142;1000
05762;79385;542
05763;76061;2747
05764;60943;3452
05765;62773;1803
05766;65396;572
05767;50677;1143
05769;62500;1216
05770;73010;1136
05772;69425;713
05773;62922;2136
05774;61160;1129
05775;67877;623
05776;66576;714
05777;54711;3420
05778;70563;733
05819;53549;9444
05820;52202;662
05821;70127;1269
05822;44503;1873
05824;46737;1139
05825;52603;191
05826;52236;983
05827;52235;309
05828;74033;1928
05829;53919;2003
05830;49372;1502
05832;52270;982
05833;47224;273
05836;51456;1068
05837;44933;353
05839;54748;775
05841;54748;425
05842;52175;522
05843;53268;2556
05845;52202;1096
05846;42954;1222
05847;52202;879
05850;55877;231
05851;47482;6528
05853;47224;711
05855;47231;7170
05857;51051;1540
05858;44350;368
05859;51044;1819
05860;49093;2557
05862;62051;356
05866;47618;732
05867;47618;899
05868;51044;364
05871;51774;1638
05872;47305;789
05873;58496;675
05874;51044;505
05875;52147;454
05904;44350;267
05905;14157;264
05906;44350;1178
06001;145020;18385
06002;87236;20486
06010;70651;60448
06013;123460;9326
06016;81389;6226
06018;61099;2865
06019;115473;10129
06021;94407;314
06022;134372;163
06023;98613;1296
06024;58674;647
06026;103926;5117
06029;94609;15547
06031;96039;1287
06032;131533;17675
06033;127609;28762
06035;115769;7513
06037;99502;18565
06039;109405;1942
06040;75115;35306
06042;78030;22942
06043;103528;4986
06051;42661;30519
06052;63997;7858
06053;49914;34863
06057;109692;6707
06058;92343;1787
06060;130296;2568
06061;109692;169
06062;72961;17715
06063;93366;3285
06065;43723;413
06066;74790;29219
06067;84142;19709
06068;109090;1612
06069;101073;2535
06070;146069;15104
06071;45401;4140
06073;159006;5651
06074;104917;25705
06076;71919;12659
06078;115647;12413
06081;149336;1381
06082;78237;44654
06084;118141;15067
06085;96317;7276
06088;65592;4936
06089;139619;2813
06090;130951;1232
06092;171363;4203
06093;110910;3322
06095;92275;29079
06096;71015;12498
06098;69857;12426
06103;97575;1410
06105;47919;19392
06106;39854;39902
06107;133255;18786
06108;56129;24307
06109;88478;26668
06110;71376;12650
06111;80093;30562
06112;43676;22879
06114;42584;27449
06117;131290;17267
06118;64158;26956
06119;85166;15474
06120;25025;9668
06226;51078;20114
06231;122423;4083
06232;98360;3297
06234;73980;8244
